authors,content,doc_id,note
ERARD PRO,"Le Groupe ERARD devient #distributeur exclusif de la société américaine Salamander Designs Ltd pour l’Europe et le Moyen-Orient.  Tous deux spécialistes de la fabrication et de la commercialisation de mobiliers et d'équipements audiovisuels, les deux groupes renforcent, au travers de ce nouvel accord, un partenariat initié dès 2008 sur le marché nord-américain.  #avtweeps #avintegration #mobilierAV #equipementAV ",853,4.0
Conversium,"Genèse, tendances et perspectives du marché du cloud. #nouvelarticle #digital #cloud #marketing #iot #ia ",854,4.0
Leadership & personal branding,#leadershipculture #developpementdurable #africa ,855,4.0
RL EVENTS PRESTIGE,"Pour vos branding et votre communication en générale, n'hesitez pas à nous contacter maintenant au 70 206 10 10 ou au 33 827 59 82 #branding #communication #evenementiel #uniforme #marketingdigital ",856,4.0
Hervé de Tréglodé,"Pour résoudre la si difficile question de la décarbonation des transports, suffit-il de s'intéresser à l'organisation administrative et à l'aloursissement fiscal... ? #transport #ferroviaire #neutralitecarbone #climat #routes ",857,4.0
Annick Bureaud,"Some exciting news from the Leonardo/Olats Residencies Residents   Most art residencies asks for a project and most of the time on a specific theme. For the Maison Malina Residencies with Leonardo/Olats I took the opposite approach: no theme, no topic, no obligation for production of any kind.  The results are quite exciting, I must say. Here the first one to be announced, more to come! Enjoy! Best Annick  Adsum, the New Space Artwork by Eduardo Kac to launch on February 19th 2022. Adsum will fly on an Antares 230+ rocket from Wallops Flight Facility, Virginia, to the International Space Station.    Watch it live! https://lnkd.in/emN2uQhr Northrop Grumman is targeting liftoff of its Antares rocket no earlier than 12:39 p.m. EST / 18:39 CET Saturday, Feb. 19, from NASA's spaceport on Wallops Island, Virginia.   From the artist's website: ""Adsum is a cubic glass sculpture inside of which letters are laser engraved. The letters are positioned one in front of the other, thus forming a spatial poem inside the solid glass cube that can be read in any direction. 'Adsum' means “I am here” in Latin, as used to indicate that the speaker is present (equivalent to the exclamation ""here!"" in a roll call).  To create this space poem, I developed a new typeface in which the letter “N” takes the form of an hourglass and the letter “S” has the shape of the infinity symbol. This is so in order for the work to be legible from any point of view within the cube. The two other letters, which stand between “N” and “S,” are a lowercase “o” and an uppercase “O” (evoking the Moon and the Earth, respectively). Taken together, it is always possible to read either NoOS or SOoN in three dimensions"". https://lnkd.in/e_QUsg5W     Adsum was publicly presented for the first time at the EuroMoonMars workshop, November 18-20, 2019, realized at the European Space Research and Technology Center (ESTEC), Noordwijk, Netherlands. Adsum will fly to the ISS with the support of the Stichting Moon Gallery Foundation. Adsum was conceived and produced in 2019 during a Maison Malina Residency in Paris, curated by Annick Bureaud and organized by Leonardo/Olats with the support of Fondation Daniel & Nina Carasso.         ",858,4.0
Lionel Costes,#cnil #IA ,869,4.0
Grégory Lamothe,#cryptomining ,870,4.0
Ippon Technologies,"Trois parcours différents et une finalité : la même passion pour le #design chez Ippon   Noémi Bourgois, Annabelle Legrand, Marion Courteille de notre practice UI/UX partagent leurs témoignages au travers de cette interview !    Annabelle, une licence de chef de projet multimédia à Paris en alternance, puis un master en Management, Marketing et Communication  Noémi, un master en design produit et service à l’ISD à Valenciennes, puis un mastère de marketing design et création à Audencia Nantes   Marion, une Licence Culture et Média à la fac de Lille, puis une alternance en Master Création & Communication  Un point commun : la passion pour le design graphique  Après plusieurs expériences professionnelles, elles ont choisi de rejoindre Ippon !   LEURS OBJECTIFS ?   Découvrir différents domaines   Créer du design utile et fonctionnel   Monter en compétences  Vous souhaitez en savoir plus, découvrez leur interview          ",871,4.0
Loïc Lefebvre," : #newbusinessETdecarbonation #teamGDP #premiere Groupe Diffusion Plus Diffusion Plus Data One Sofag Emissaires Regroup'Eure GOCAD SERVICES GDP.digital Agence EDEP Conseil DocOne Benjamin Chevallard Mélanie Lepenant Jonathan Laloum Hervé Ziegler Gwenaël LEPAREUX Laurent MENE stephane pierre Solenne Lesénéchal Tiphaine BRISSON Xavier Suzé Bertrand Bouard David Pain Guillaume Caron Virginie Batista Louison Legros Arnaud Chapon Christine BILTERYST Guillaume GOUGIS Frédéric LOUINEAU Vincent JOUAULT Sébastien MAIGRET Samy EYRAUD Laurent Quéré Jean LAUGEOIS Vincent SAUVE Fraser Church CPX Group DMA France Caractère, le magazine des professionnels de l'imprimé Guillaume Prudent ",872,4.0
Ajibade Faith,#rbx ,873,4.0
Maximilien TIOGANG DJOMO,https://lnkd.in/eBGwWWiJ ,874,4.0
Gustave Gulliano,"Anthony Nosibor, Priscillia Antonella HILLION,Jérémy LEMONY,Kenji PATOLE,Marion ZAMORD,Nelwick Ponceau,Yohan ELISABETH,Frédérick Ponchateau,Eric BELROSE,Barbara DE LA CRUZ,Alan Ghenassia,Brahim Ghezali #martinique #frenchtech #imfpa ",875,4.0
Gérald Petipermon,Vous êtes sur le point de découvrir 7 choses surprenantes que seulement 1% des entrepreneurs et chefs d’entreprise connaissent sur Madagascar.  Et ceux qui sont au courant des choses sont littéralement en train de foncer sur cette destination.  Pourquoi ?  Vous allez le découvrir en lisant cet article.  #madagascar #KazaLife #KazaJobs #entreprenariat #entreprendre #chefdentreprise #entrepreneuse #recruter #recrutement ,876,4.0
Bill Gates,"What I like most about Wondrium’s new project, is that it leaves you with a sense of optimism about the world’s ability to get to net-zero carbon emissions. The people profiled are inspiring on their own —and they’re just a few of the many innovators around the world who are trying to make it possible to decarbonize the world’s economy and prevent the very worst effects of climate change.         ",877,4.0
Axel Darut,"Back from US and the ""Sustainability in Packaging US""event organised by Smithers, thanks a lot for the invitation.   The opportunity to exchange on the legislative and regulatory challenges surrounding the circular economy in Europe and Asia, specially the deployment of EPR schemes, eco-design legal requirements for packaging and progress in terms of collection and recycling.  Circular economy challenges in the United States are really dynamics with the structuring of EPR schemes, particularly in Maine and Oregon, with strong challenges relating to eco-design compiled with an eco-modulation - a similar dynamic with the one we know in Europe with the revision of the packaging and packaging waste directive.   I'm looking forward to follow the legislative and regulatory development in the United States, with ten other American states having draft bills on the table concerning the implementation of EPR schemes !  Thanks to Smithers - Brittany Onslow - Lauren Wolford for the organisation of this great event, really happy with the meetings I had with the stakeholders from the value chain in US We look forward to meeting again to co-construct solutions to answer to these policy challenges.         ",878,3.0
Benoît GODON,"A ceux qui hésitent encore à participer à l'Innovation Day organisé par Eco-mobilier, je voulais dire que je ne comprends pas comment vous pouvez penser manquer : - le plus grand évènement de France dédié à l'#écoinnovation en #ameublement - l'occasion de partager des moments conviviaux tant attendus depuis deux ans - la découverte de notre sélection 2022 d'Innovateurs que nous vous avons préparée avec soin pour les fabricants et distributeurs de #mobilier  - l'opportunité de visiter le salon MAISON&OBJET, invité par Eco-mobilier - découvrir sur notre stand des meubles et matelas éco-conçus qui feront le marché de demain.  Convaincus ? inscrivez vous dès maintenant ! https://lnkd.in/edD_FTRE Pas disponible ? Inviter vos collègues, partagez l'information ! Pas de collègues ? Contactez-moi pour en savoir plus sur notre programme Innovation for Eco-design !  #innovation #design ",879,4.0
Philippe Blanchard,"If you think bioresource composites are an alternative, If you think innovation is the path, If you think ecodesign is mandatory, If you believe sustainability is not an option THEN join us! • as a candidate for the specialised Mastère programme of ESB (initial or vocational) • as an expert sharing your knowledge (providing a lecture or coaching a group of our students working on real-life problems) • as a company who has a problem/challenge linked to material use (allow our students to work on your project or hire one of them as an intern)  The specialised Mastère Biosourced Composites: Innovation and Eco-design is a 1 year programme taught in English. The teaching method for the first 6 months is learning by doing, problem solving and transdisciplinary and the second 6 months is project based within a company. The third session of this opportunity to make a difference will start 19th September 2022. Improve your company’s competitivity by contacting us: mark.irle@esb-campus.fr  or franck.michaud@esb-campus.fr Dedicated website https://lnkd.in/gmwwuXn8 #biosourced_composites #specialized_mastère #innovation #ecodesign ",880,1.0
Mathilde TENENT,"((version FR en commentaire))   Dear Network,  Dear Ms,  Dear Sir,    Please don't pass by, I only ask for a few minutes of your attention   How about an industry that makes eco-designed products?  An industry that releases very little to no CO2 emissions and guarantees a healthy living environment for all?  All this seems impossible to you? The word ""impossible"" is not in my vocabulary, this is the challenge I want to take up!   Currently a general engineer student at CESI in Bordeaux (France), I pay particular attention to current global issues and I am convinced that our society, in constant evolution, needs innovation to meet its growing needs. That's why I am very sensitive to the development we could bring to today's and tomorrow's generations in order to live in a better world!    As part of my training, I have the chance and opportunity to do an internship abroad from September which will allow me to discover new aspects of the engineering profession and to familiarize myself with the English language.   Besides the professional side, I am looking forward to getting to know a new country, a new culture and to meet new people.     When ? 19th September 2022 to 27th January 2023. Where ? In an English speaking country (England, Scotland, Wales, Ireland, USA, Canada, Australia, New Zealand, Malta, South Africa, Finland, Norway,...)  In what type of company? An industry   In what field of activity? It doesn't matter (automotive, aerospace, medical, food processing, cosmetics, textile, construction, ...)    In which field? Environmental, sustainable development also known as the Health, Safety and Environment (HSE) field.  My role? To study and optimize the life cycle of products, to limit their carbon impact by implementing means of accounting for emissions, action and prevention plans, control, communication, and awareness. All this while promoting, at most, renewable energies and eco-design.   Maybe you will be able to help me in this great quest and will be part of the people who will contribute to my career path!    Thank you for your time and consideration.   Reachable by phone at +33 632685974 or by email at mathild.tenent@gmail.com    Many thanks,  TENENT Mathilde         ",881,4.0
Laurence Wittner,"New lip care products.  In this winter period, dry and chapped lips are not tolerated! It’s time to pamper them with these gourmet masks or balms that will restore their fullness. Clean formulas, upcycled or refillable packaging… Lip care products are going eco-design.  Zoom on the latest cosmetic launches: https://bit.ly/3s1KSqk ",882,4.0
Dimitri PORQUET,"[Seeking a 6-month internship] [Design Engineering] [Eco-Design] [Ergonomics] [Industrial Design] [Ireland] [Northern Ireland]   Hi all!  My name is Dimitri, currently in the final year of my Ergonomy, Industrial Design and Mechanical Engineering degree. To conclude my course, I am required fulfilment of a 6-month internship integrating the design team of a company.  Therefore, I am seeking company to apply my skills in Design Engineering, Eco-Design, Industrial Design, Product Development and Ergonomics.   Being well aware of climate emergency, designing products and systems with minimal impact is essential to me, it is the reason why I chose my training course and it is my career goal.  Engagement in many associative projects, problem-solving and communication are skills I master. Experienced with CAD softwares such as Catia V5, SolidWorks and Creo since secondary school.  Feel free to have a look at my Resume attached to this post and visit my profile for my Portfolio displaying work experiences and projects I have been working on during my degree.  Dimitri PORQUET +33 6 19 83 19 11 dimitri.porquet@utbm.fr #internship #design #engineering #industrialdesign #mechanicalengineering ",883,4.0
Nicolas Coupry,"From the choice of the paper, to the font, the print technique, the type of ink or even the size of printed materials, designers and printers are increasingly aware of their environmental impact. In order to educate and inspire around eco-design and eco-print, this category aims at showcasing projects designed with sustainability in mind.  Whether you have used carbon neutral papers, such as Olin Paper Origins or Pergraphica, upcycled papers (Refit from Favini) or recycled creative papers (such as those from Arjowiggins) or chosen #craddletocraddle certified papers (like those from Munken Paper), or selected Cocoon or Cyclus, we invite you to share your projects with us!  To discover more about the competition and its many prizes or to submit a project, visit http://ow.ly/qNqZ103yyqu  Video by Maud Vantours on Curious Metallics from Arjowiggins  #AntalisCreativePowerAwards2022 #ACPA2022 ",884,4.0
Margaux Bares,"[Masterclass Recycling - Spring session OPEN]   What is a recyclable packaging? What are the eco-design recommendations to improve the recyclability of my packaging? What is the current European regulation in place? To answer all these questions (& learn much more), register to our new Masterclass Recycling session, available in English, French and German! English session here: https://lnkd.in/eWyUe5VZ Session Française ici : https://lnkd.in/eZ-67Fww Deutsche Ausgabe hier: https://lnkd.in/ehkec9KV ",885,3.0
"Jérôme NOYELLE -  International Marketing, Print and Branding","From the choice of the paper, to the font, the print technique, the type of ink or even the size of printed materials, designers and printers are increasingly aware of their environmental impact. In order to educate and inspire around eco-design and eco-print, this category aims at showcasing projects designed with sustainability in mind.  Whether you have used carbon neutral papers, such as Olin Paper Origins or Pergraphica, upcycled papers (Refit from Favini) or recycled creative papers (such as those from Arjowiggins) or chosen #craddletocraddle certified papers (like those from Munken Paper), or selected Cocoon or Cyclus, we invite you to share your projects with us!  To discover more about the competition and its many prizes or to submit a project, visit http://ow.ly/bb8A103yJnB  Video by Maud Vantours on Curious Metallics from Arjowiggins  #AntalisCreativePowerAwards2022 #ACPA2022 ",886,4.0
Elyass Najmi,"I’m very proud to announce the launch of our new Livebox 6. A combination of the best customer experience, innovation and technology :  Integration of the latest Wi-Fi standard, Wi-Fi 6E to benefit from the fastest Wi-Fi, up to 2Gbit/s.  Design at the service of Wi-Fi performance with a vertical and compact format and an elegant design.  A simple and user-friendly experience thanks to the touchscreen and a QR code system for the link with O&M application.  Designed in an eco-design approach, with two standby modes that reduce energy consumption and environmentally friendly materials.  #innovation #technology #customerexperience #design Ollivier Courtel Laurent Feurer ",887,4.0
La Maison de la Maille,"Ils l’ont fait. Relever le challenge, pas fastoche, de s’inscrire dans le sillage des marques reconnues pour leur éco-conception. Ils l’ont fait, c’est aussi le nom de la rubrique de Ecodesign (plateforme digitale de Refashion ) qui met en lumière les Maisons de textiles soucieuses de leur impact sur l’environnement et actrices dans cette dynamique. Désireuse depuis ses balbutiements de toujours tendre vers un processus de fabrication éthique, La Maison de la Maille est aujourd’hui reconnue pour ça. Hélène Daret, directrice Pôle Marques chez Refashion, nous en parle.   --   They’ve done it. Risen to the challenge – and not an easy one at that - of establishing themselves as brands renowned for their eco-design. “They’ve done it” is also the name of the section of Ecodesign (the Refashion digital platform) that shines a light on those textile maisons that are mindful of their impact on the environment and are doing something about it. Since its beginning, La Maison de la Maille has been eager to always tend towards an ethical manufacturing process, and it is now recognized for this. Hélène Daret, director of the Brands Center at Refashion, talks to us about it.   #Refashion #LaMaisondelaMaille #MadeinFrance #EcoResponsable #Plaid #Throw #Interview ",889,4.0
MAOBI User-Centric & Sustainable Innovation,"[MAOBI recrute deux stagiaires !]   MAOBI propose deux offres de stage pour Septembre !  offre de consultant.e junior RSE, Marketing et Innovation Responsable  offre de consultant.e junior LCA and Eco-design  Tu es à la recherche d’un stage de 6 mois, à partir de septembre 2022 ? Tu t’intéresses à l’éco-conception, l’éco-innovation et les stratégies de marque responsable ? Tu veux rejoindre une équipe aussi enthousiaste qu’engagée ?  Alors rejoins nous, en répondant à ces offres de stage !  Infos pratiques :   : stage   : 6 mois à partir de septembre 2022   : Lyon  Détails des offres dans le lien du 1er commentaire, on a hâte de vous lire !   #rse # #design #innovation #marketing #stage #recrute ",890,3.0
Houda SENHAJI RHAZI,"A new green step ! Just got my Capgemini certificate as ""Responsible Digital & Eco-design Architect"".  #greenit #capgemini #ResponsibleDigital ",891,3.0
Pranav Vyas,"WBCSD – World Business Council for Sustainable Development launched the Packaging Sustainability Framework ""SPHERE"" enabling companies to make informed decisions towards sustainable packaging.  - The new framework will help businesses to choose the most sustainable option for their specific packaging needs by providing an overview of all environmental impacts and the trade-offs between them.  - The framework is based on six principles including packaging efficiency, circularity, impact on climate change and biodiversity loss, absence of harmful substances and waste mismanagement.  - SPHERE can be used either at the company-level to identify potential hotspots across a range of packaging or as an eco-design approach to evaluate different packaging options for a specific product.   - The dynamic nature of the framework will allow companies to evaluate the environmental impacts of packaging in their full complexity. It will support companies in reducing their ecological footprint, set long-term packaging sustainability strategy and, accelerate progress towards net-zero and nature-positive targets.  - SPHERE has been developed in collaboration with 12 companies including several WBCSD members and with the support of an advisory group.  #packaging #sustainablepackaging #supplychain #sustainability ",892,4.0
Geminis Lathes,GEMINIS EXPERT’S PRIDE We want the users to feel comfortable when using our machines and to increase productivity and efficiency of both the machinery and the person.  Discover all our ranges and the improved features in ergonomics and eco-design  https://lnkd.in/gUYabdk #Expertspride #cnc #lathes #machining #innovation #horizontallathes ,893,4.0
B'ZEOS,"Today we are excited to introduce you to our newest intern, Wea! With Food Science studies and a specialization in Eco-design of Food Products, she will work on food shelf life testing with the effect of different bioplastic packaging. Food packaging becomes a huge part of the packaging market while also contributing to the increasing global plastic waste. By working at B’ZEOS, she hopes that seaweed-based packaging could be a good contribution to the economy and especially the environment. Welcome Wea Aanisah Mentari Putri!         ",894,4.0
VECTRA International (HQ),"The European Commission is calling for an end to fast fashion by 2030, it announced a vast expansion of eco-design rules that could in future apply to any product, starting with textiles.  View vectra-intl.com for more  #ecodesign #europenews #EuropeanCommission #textiles #VECTRA #future ",895,4.0
Birgitte Markussen,Der er åben for ansøgninger på dette års ECO-design Challenge. Så alle jer kreative krøllede designerhjerner kom til tasterne og SØG! Ansøgningsfrist 1. maj.         ,896,4.0
Fashion Impact Fund,"Thank you Zofia Zwieglinska Glossy for including Fashion Impact Fund Executive Director Kerry Bannigan's thoughts: The E.U. also published its strategy for a more sustainable textiles industry and its new anti-greenwashing measures. According to Kerry Bannigan, executive director at the social entrepreneur organization Fashion Impact Fund, brands will now need to implement measures ensuring responsibility along the value chain, including sorting and recycling products. They must also create an eco-design framework that prioritizes durability and recyclability.  “They will need to ensure the infrastructure is in place for this transition. A just transition is critical, in order to reskill workers where needed and ensure no worker is left behind,” she said. The green deal is prioritizing the creation of jobs, including in fashion, where additional roles will be needed to help brands keep to the legislation.  #fashion #design #textiles #media #impact # #sustainable ",897,4.0
Trevor Davis,Happy Easter all. Eco-design anyone?  Martin Charter FRSA #design #recycledplastics ,898,4.0
Infra Innovatie Netwerk,"De tech start-up Ocean Grazer is de Winnaar van de CES 2022 Innovation Award in categorie Sustainability, Eco-Design & Smart Energy.   Ocean Grazer heeft een systeem ontwikkeld dat via een waterkrachtcentrale overtollig zonne- en windenergie efficiënt kan opslaan. Bij een overschot aan energie van de windturbines wordt een pomp op de zeebodem in werking gezet. Deze pompt uit een ondergronds reservoir water op, dat in de zakken wordt opgeslagen. Deze zakken staan onder druk door het zeewater. Wanneer er behoefte is aan energie, dan stromen de zakken onder druk leeg. Deze waterstroming wordt gebruikt om turbines aan te drijven waarmee elektriciteit wordt opgewekt.   Een groot voordeel van het systeem van Ocean Grazer is dat het kan meegroeien met de capaciteit van de windmolenparken. Het opslagsysteem kan bestaan uit meerdere geschakelde, op zichzelf staande eenheden. Bovendien zijn er geen zeldzame aardmetalen nodig voor deze vorm van energieopslag. De ambitie is om uiteindelijk te kunnen concurreren met conventionele opslagsystemen.   Meer weten over de prijswinnaar? Lees verder via onderstaand artikel. #energie #energietransitie #energieopslag #innovatie ",900,4.0
Mirabeau Marseille,"Vous souhaitez un immeuble de bureaux qui répond à toutes vos attentes ?  Directement situé sur le front de mer marseillais, Mirabeau est un concentré d’avantages :  . 21 800 m² de bureaux sur le front de mer marseillais . Une éco-conception permettant de réduire vos coûts d’utilisation . Une vue exceptionnelle  . Les transports à proximité  . La qualité de vie marseillaise méditerranéenne . Une conciergerie disponible 24h/24 . Des espaces d’exception : le Sky Lounge et le rooftop à ciel ouvert  MIRABEAU, Business beyond the sea Contactez-nous : www.mirabeau-marseille.fr  —  Are you looking for an office building that meets all your needs?  Mirabeau is located directly on Marseille’s seafront and stands out in multiple ways:  . 21,800 m² in offices on Marseille’s seafront . An eco-design lowering your costs of use . Stunning views . Nearby transport services . Marseille’s Mediterranean quality of life . 24/7 concierge team . The breathtaking Sky Lounge and open rooftop area  MIRABEAU, Business beyond the sea  Get in touch with us at https://lnkd.in/epS84edX #cmacgm #bouyguesimmobilier #hwarchitecte #mirabeau #marseille #immobilierdentreprise #office CMA CGM Mirabeau Marseille Bouygues Immobilier HW Architecture ",902,4.0
Standart Pump,"Standart Pompa ECO Series produced according to eco-design requirements, adds efficiency to your projects and provides savings for life.  https://bit.ly/3O4JsEp #StandartPump #Pumps #ECOSeries ",903,4.0
Cinchéo,"Quantifying and reducing the environmental impacts of IT is one of the greatest challenges I have been tackled for several years now, working with EASYTEAM (Constellation Group) and ID Capture. In IT systems, software is at the beginning of the chain that leads to energy and natural resources consumption. Hence, it is important to focus on software eco-design when IT efficiency is at stake.  In this blog post, I will try to give some elements to help you understand some of the main concepts and challenges of software eco-design. I hope you will enjoy it and feel free to contact me if you are interested in knowing more about it.  https://lnkd.in/e8iTwS96 Laurent Martelli Olivier RENAUD Olivier Hermant Raja Chiky Gabriel Breuil Lylian Siffre Eric Paumerat Eric Oliver Johan Perier Camille Troillard Alexandre Arnaud Marc WOLFF  #softwaredevelopment #software #greenit #softwareengineering #ecodesign #environmental #design #energy ",904,1.0
MARINA TODISCO,"vi aspettiamo PAD 5 STAND B99, eco-design dei materiali con Cartami: 0% plastica 100% carta riciclabile! #ipackima #cartami #packaging ",905,4.0
Lexxion Publisher,UPCOMING HYBRID EVENT What is the Concept of Sustainable Public Procurement ? Operating Costs or End-of-Life costs ?   - 𝗙𝘂𝗻𝗱𝗮𝗺𝗲𝗻𝘁𝗮𝗹𝘀 𝗼𝗳 𝗚𝗿𝗲𝗲𝗻 𝗣𝘂𝗯𝗹𝗶𝗰 𝗣𝗿𝗼𝗰𝘂𝗿𝗲𝗺𝗲𝗻𝘁 -   This 𝗵𝘆𝗯𝗿𝗶𝗱 𝘄𝗼𝗿𝗸𝘀𝗵𝗼𝗽 is designed to 𝗽𝗿𝗼𝘃𝗶𝗱𝗲 𝘆𝗼𝘂 with 𝗳𝘂𝗻𝗱𝗮𝗺𝗲𝗻𝘁𝗮𝗹 𝗸𝗻𝗼𝘄𝗹𝗲𝗱𝗴𝗲 in 𝗴𝗿𝗲𝗲𝗻 𝗽𝘂𝗯𝗹𝗶𝗰 𝗽𝗿𝗼𝗰𝘂𝗿𝗲𝗺𝗲𝗻𝘁 and 𝘁𝗲𝗮𝗰𝗵 𝘆𝗼𝘂 𝗯𝗲𝘀𝘁 𝗽𝗿𝗮𝗰𝘁𝗶𝗰𝗲𝘀 in 𝗮𝗽𝗽𝗹𝘆𝗶𝗻𝗴 𝗿𝘂𝗹𝗲𝘀 𝘁𝗼 𝗳𝗼𝘀𝘁𝗲𝗿 𝘀𝘂𝘀𝘁𝗮𝗶𝗻𝗮𝗯𝗶𝗹𝗶𝘁𝘆.  𝗣𝗿𝗼𝗴𝗿𝗮𝗺 𝗢𝘃𝗲𝗿𝘃𝗶𝗲𝘄 	 • Interactive Turorial: Applying GPP Rules in different Sector •  Case Studies: Best Practices and Lessons Learned from EU Member States •  Workshop: Practical Application of the GPP Criteria in the                   Tendering Process • The Handbook on GPP by the European Commission • The Concept of Sustainable Public Procurement (SPP) • Circular Procurement – PP for a Circular Economy • Life-Cycle Costing (LCC) as an Award Criteria • Eco-Labels and Eco-Design • Measuring Sustainability: A Law & Economics Approach • EU Green Public Procurement Criteria  You will have the opportunity to  𝗲𝗻𝗴𝗮𝗴𝗲 𝘄𝗶𝘁𝗵 𝗼𝘂𝗿 𝗲𝘅𝗽𝗲𝗿𝘁𝘀 from the  𝗽𝗿𝗶𝘃𝗮𝘁𝗲 𝗮𝗻𝗱 𝗽𝘂𝗯𝗹𝗶𝗰 𝘀𝗲𝗰𝘁𝗼𝗿𝘀 and 𝗱𝗶𝘀𝗰𝘂𝘀𝘀 any arising 𝗾𝘂𝗲𝘀𝘁𝗶𝗼𝗻𝘀 you may have.  𝗝𝗼𝗶𝗻 𝘂𝘀 -  in  Lisbon and Online https://lnkd.in/ea-WeDm3 #greenprocurement #publicprocurement #sustainability ,907,2.0
Product Stewardship Centre of Excellence,"""This report (by Eunomia Research & Consulting) explores the use of EPR, which sees producers cover the costs of dealing with textiles at their end of life, as a mechanism through which to drive circularity in the textiles market. The report recommends the implementation of EPR alongside supporting measures that incentivise eco-design."" https://lnkd.in/gka_haWr #textiles #clothing #fashion #productstewardship #EPR #design ",908,4.0
Isadora Hackenhaar,"I have spent the last three days immersed in the world of some engineering minds working on changes that our economy needs. Learning more about eco-design, sustainable manufacturing and business models and how different circularity strategies have been put into practice and create results...  I had also shared the first step we took in #ORIENTING to include materials’ criticality indicators in Life Cycle Sustainability Assessment results. I presented “A critical review of criticality methods for a European Life Cycle Sustainability Assessment” (https://lnkd.in/eT9_7hWP) which is now evolving into our first proposal of integration ( hopefully to be shared soon). Thanks to those actively exchanging their knowledge and interest with me and thanks to the #LCE2022 organization for a high-quality conference.         ",909,1.0
Marie Challis,"Are you an e-commerce manager or logistics specialist? If you are, our new white paper “INNOVATIVE WAYS TO REDUCE THE ENVIRONMENTAL COST OF YOUR PACKAGING” may be of interest to you.   What will you find in the white paper? - Tips and case studies about innovative and renewable raw materials for eco-friendly packaging  - A selection of eco-friendly packaging alternatives - An interview with an eco-design expert - Guidance on how to avoid green washing and make smarter packaging choices - Some inspiring solutions from e-commerce companies -And lots more  Download your copy now!  http://ow.ly/a0ok103x6Iw ",910,4.0
"Dr Subramanian Senthilkannan Muthu, PhD in Textiles Sustainability","Call for Potential Authors for Publication of Scientific Books by Springer- Nature- Book Series: Sustainable Textiles: Production, Processing, Manufacturing & Chemistry- Series Editor: Dr Subramanian Senthilkannan Muthu  Interested Authors can reach out to me directly by a PM.   This series aims to address all issues related to sustainability through the lifecycles of textiles from manufacturing to consumer behavior through sustainable disposal. Potential topics include but are not limited to: Environmental Footprints of Textile manufacturing; Environmental Life Cycle Assessment of Textile production; Environmental impact models of Textiles and Clothing Supply Chain; Clothing Supply Chain Sustainability; Carbon, energy and water footprints of textile products and in the clothing manufacturing chain; Functional life and reusability of textile products; Biodegradable textile products and the assessment of biodegradability; Waste management in textile industry; Pollution abatement in textile sector; Recycled textile materials and the evaluation of recycling; Consumer behavior in Sustainable Textiles; Eco-design in Clothing & Apparels; Sustainable polymers & fibers in Textiles; Sustainable waste water treatments in Textile manufacturing; Sustainable Textile Chemicals in Textile manufacturing. Innovative fibres, processes, methods and technologies for Sustainable textiles; Development of sustainable, eco-friendly textile products and processes; Environmental standards for textile industry; Modelling of environmental impacts of textile products; Green Chemistry, clean technology and their applications to textiles and clothing sector; Eco-production of Apparels, Energy and Water Efficient textiles.  Sustainable Smart textiles & polymers, Sustainable Nano fibers and Textiles; Sustainable Innovations in Textile Chemistry & Manufacturing; Circular Economy, Advances in Sustainable Textiles Manufacturing; Sustainable Luxury & Craftsmanship; Zero Waste Textiles.  #sustainability #circulareconomy #recycling #textile #environmental #supplychain #technology #manufacturing https://lnkd.in/gD9hPhRS ",911,4.0
Andy Moore,"Are you an e-commerce manager or logistics specialist? If you are, our new white paper “INNOVATIVE WAYS TO REDUCE THE ENVIRONMENTAL COST OF YOUR PACKAGING” may be of interest to you.   What will you find in the white paper? - Tips and case studies about innovative and renewable raw materials for eco-friendly packaging  - A selection of eco-friendly packaging alternatives - An interview with an eco-design expert - Guidance on how to avoid green washing and make smarter packaging choices - Some inspiring solutions from e-commerce companies -And lots more  Download your copy now!  http://ow.ly/60gR103xNlM ",912,4.0
EUobserver,"New EU eco-design rules hope to help wean people off ""throw away"" smartphones and fashion.         ",913,2.0
WRAP,This week the UK Government & Devolved Administrations confirmed plans for a new landmark #EPR regime to drive eco-design & boost #recycling. Read our CEO Marcus Gover's thoughts on next steps: https://bit.ly/38pqyrz ,914,4.0
MPC Container Ships ASA,"We are pleased to announce the following company update. Over the past weeks, MPC Container Ships ASA has concluded five additional fixtures, including four multi-year charters at very favorable rates securing employment up to 2027. The new fixtures add contracted charter revenues of USD 220m additional projected EBITDA backlog of USD 180m. Additionally, We have ordered two 5,500 TEU wide beam eco-design vessels with attractive charters to ZIM Integrated Shipping Services (NYSE: ZIM) at favourable rates, supporting long-term earnings visibility and distribution capacity. The newbuilds will offer significant trading benefits under the new environmental regulation, and improve the environmental footprint of the MPCC fleet. https://lnkd.in/dw-XNFEt ",915,4.0
ThinkGeoEnergy,"Researchers at Missouri University of Science and Technology are working on a particle gel that can be injected into #geothermal reservoirs to control #geological fractures, thereby increasing heat recovery efficiency.  #geothermalenergy #geothermalnews ",916,4.0
Capgemini,"Adding #AI and #machinelearning inference at the edge of the connected car network for processing massive quantities of video data is another vital element of the e-cockpit platform that gives the connected car ecosystem the ability to detect problems early. Download the insightful whitepaper on ""Making the Case for Video Edge in Connected Car"" by  Vijay Anand, AVP, Technology and Chief IoT Architect, Capgemini Engineering: https://bit.ly/3LRaTiY #ConnectedCars #CapegeminiAcesInnovation ",917,4.0
