author,content,doc_id,note
Jérôme Paillet," The LOPS is looking for a Postdoctoral Researcher to investigate changes in extreme sea levels, using innovative data-driven methods. Deadline to apply  15/06/2022. https://lnkd.in/e7R-yfeM ",1212,
Plaine Emploi,"On ne s'arrête plus, déjà 30 commerçants relais de l'événement avec 3 000 flyers, plus de 2 000 personnes ont prit le flyer et trouvent l'idée géniale  de pouvoir trouver un emploi à côté de chez soi.  On continue, il reste encore 5  000 flyers à distribuer. on change de coin, exit Tignieu, Ambérieu en bugey on arrive    #change #emploi #innovation #evenement #pipa #Ain #tignieu #amberieu #recrutement #commerçants #merci #startup #rh ",1213,
Stephane GUIGNARD,"Kubota Corporation implemented Aras Innovator to centralize the management of #technicaldocumentation, address global expansion and market changes, and help capture technical knowledge for future generations.  Check out this case study to learn more about their journey! #datamanagement #digitaltransformation ",1214,
Huong O.,Amazon Live creator on how brands can work with influencers         ,1215,
Burak Agirbas,"JOB OPPORTUNITY - MEDIA SALES MANAGER - AMAZON ADS  Vous trouverez ci-dessous le descriptif du poste. Si ce poste vous intéresse, merci de m'envoyer un message en privé avec votre CV.   DESCRIPTION  Vous serez responsable du développement de l’activité publicitaire d’un portefeuille d’annonceurs de moyenne à grande taille et leurs agences, existants ou à prospecter, en gérant la relation à tous les niveaux hiérarchiques. A travers une approche consultative, vous proposerez des solutions publicitaires sur desktop, mobile, et notre réseau programmatique. Vous avez une forte expérience commerciale dans le marketing digital, de préférence dans le domaine de la vidéo, ainsi qu’une grande rigueur et capacité d’organisation nécessaires pour créer des relations de confiance dans un environnement innovant. Si vous vous reconnaissez, postulez dès maintenant !  Vos responsabilités inclueront notamment : La compréhension des produits et outils Amazon Advertising pour aider à la recommandation de solutions pertinentes aux clients d'Amazon. La croissance de l’activité avec des clients existants. La prospection et la création de nouveaux partenariats avec les annonceurs, les agences, et notamment les équipes multi-screens La collaboration étroite avec les équipes partenaires internes (account management, marketplace, retail, etc.). Bâtir une connaissance de l’industrie du e-commerce et de son environnement concurrentiel. L’utilisation d’outils CRM pour piloter votre activité commerciale.  BASIC QUALIFICATIONS Bachelor´s or master´s degree, preferably in sales/marketing Several years of sales experience, ideally in the advertising, media or agency landscape, and proven track record of reaching and exceeding sales revenue goals via new and existing business. Ability to work cross-functionally and with a wide range of employees with different skill sets in a highly dynamic, rapidly changing environment. Able to utilize Sales CRM tools such as Salesforce or like program. Strong ability to independently deliver against short term immediate goals and long term strategic objectives. Excellent organizational, interpersonal, as well as written and verbal communication. Strong attention to detail with a data driven approach to providing solutions. You have exceptional analytical skills acquired from previous experiences. Business fluent English and French.  PREFERRED QUALIFICATIONS You already worked in an international environment  Merci !         ",1216,
Antonia Spagnardi,"When I completed my studies in Fashion Culture & Management, I was grateful I had the chance to understand that Fashion is not only owning a beautiful dress. The Fashion System is our everyday behaviours as ""conscious"" consumers as well as a global strategy concerning the future of garment production.  Fashion companies have the urgent responsibility to change this entire system based on the production of, let's be honest, useless products and convert the trend of ""I'll buy for cheap, so that I can own more"" into ""don't buy is cool"".  How? Recycling (or ""Upcycling), investing on the idea that, as Rem Koolhaas claimed when presenting Fondazione Prada Project: ""we are the generation that do not need to produce more. We need to stop and convert old, unused things into new meanings. My role is to spread this consciousness.  What are your initiatives to do so? #fashionactivism #fashionwriting #sustainablefashion https://lnkd.in/g6p-iUSN ",1217,
Alexandre Chabrol,"Comment Salesforce investit pour les talents actuels et futurs de son écosystème ?   Salesforce vient d'annoncer un investissement de 3,5 milliards de dollars en France sur les 5 prochaines années.   Bien-être au travail, extension des locaux, travail en mode « flex-office », diversification des sources de recrutement… La DRH Europe du Sud de Salesforce précise les engagements pris par le spécialiste du CRM dans le cloud avec ce nouveau plan d’investissement         ",1218,
Michaela Drost,"Volkswagen plans to have an entire lineup of software-defined vehicles in the future that will receive regular over-the-air (OTA) software updates. The addition of ""swarm data"" from other Volkswagen vehicles will help its #ADAS make better decisions, such as performing automatic lane changes. #SwarmData is the next step towards full #AVs.  https://lnkd.in/eJQkZpUG ",1219,
Annick Le Ber,"´More executive time at the frontline, especially with employees—but also with customers at point of sales and service—will unlock new ideas and #innovation, drive #engagement, and reduce the need for formal #change #management regimens. Try it; you’ll like it.´  ´Senior leaders need to prioritize spending more time with those who do the work: observing, asking questions, listening, offering help, and keeping good notes so they can follow up.´   Xavier Vasques, Guillaume FERRAND , Valerie Tibout , Clotilde BECQUEY , Laurence BELVAL-DRAGHI , Patrizio Faustini , stephanie poitou, elise blanc, Guillaume Duriez , Guilhem Clouet , Manon Crespi ",1220,
Jorge Minguell,"Are emerging digital income streams merely an evolution of the traditional ones? Here’s how #Nonprofits can be empowered to innovate, optimize #donor experiences and meet donor needs. #fundraising ",1221,
"Meredyth Lacombe, MPA, PMP","I’m happy to share that I’m starting a new position as Director of Strategy Development at Mayo Clinic!   I am so excited and honored to join this world renowned organization, and continue to drive change and innovation in healthcare.         ",1222,
Salma Essid,"L’intuition, l’observation et l’empathie.   Lecture du jour  !  « le fabricant d’automobiles Henry Ford l’avait parfaitement assimilé lorsqu’il a lancé cette phrase : « Si j’avais demandé à mes clients ce qu’ils voulaient, ils auraient répondu “un cheval plus rapide”. Cela explique pourquoi les méthodes classiques comme les groupes témoins et les questionnaires dans lesquels on demande seulement aux gens ce qu’ils veulent fournissent rarement des informations pertinentes. Les études de marché traditionnelles peuvent servir de base à des améliorations incrémentales, mais elles ne mèneront jamais à ces innovations de rupture qui changent les règles du jeu, modifient les paradigmes existants et semblent si évidentes que nous nous demandons pourquoi personne n’y avait pensé avant. Notre objectif ne se résume pas à satisfaire des besoins manifestes en inventant une imprimante plus rapide ou un clavier plus ergonomique ; ça, c’est le travail des designers. Il consiste plutôt à aider les gens à formuler des besoins latents dont ils ne sont peut-être même pas conscients.  Voila le défi qui attend les adeptes du Design Thinking.  Comment devrion-nous l’aborder ?  De quels outils disposons-nous pour passer des modifications incrémentales modestes aux intuitions fulgurantes qui boulverseront la donne ? »   Tim Brown, L’esprit Design, Le Design Thinking change l’entreprise et la stratégie.    #design #designthinking #change #entreprise #empathie #stratégie ",1223,
Ruben Sigoura ☁️,"Notre génération est en train de gagner.   Nous sommes en train de comprendre que l'argent, la carrière, le pouvoir, la gloire ne fait pas tout. Nous avons vu des gens plus âgés qui ne sont pas heureux et regrettent leur vie.  Dorénavant, le Saint-Graal se trouve dans la liberté qui est primordiale dans un monde ouvert. Nous avons compris que notre temps sur terre est limité.   Je vois certains articles parlant de la generation Z. Ils ne comprennent pas une seule chose.   Que l'épanouissement passe par le bien être du salarié des missions intéressantes et surtout la liberté d'agir. L'exigence change de coté et c'est une bonne chose pour tous.  ""Le fait que les employés soient plus exigeants envers leur employeur est essentiel au bon fonctionnement du capitalisme. C'est un moteur de prospérité et cela favorise un environnement plus compétitif pour les employés talentueux, poussant les entreprises à instaurer un cadre de travail plus agréable et innovant pour le bien-être de leurs collaborateurs, mesures qui leur permettront en retour de dégager des bénéfices plus importants pour leurs actionnaires"" Larry Fink Ceo de BlackRock dans sa lettre aux dirigeants.  Nous sommes en train de gagner et ce n'est que le début..         ",1224,
Emmanuel Urdich,"Those past two-year, the world has changed.  Business models have been reinvented, organizations have transformed, perceptions have evolved, and even the most forward-thinking leaders could not anticipate such major challenges.  Now, the next wave of #digital change is here and Web3 and the Metaverse are undoubtedly made of uncertainty but also bring tremendous opportunities.  How do we leverage on this new momentum? How do we speed up innovation? How do we make this new global reality a field of #opportunities?  Have a look at what we offer and how we do it !  https://www.codinson.com/         ",1225,
Cécile Auriol,Can we change the physics of a cell without touching it?  #cancer #innovation ,1226,
Lionel Touati,The Google Cloud partner ecosystem is making enterprise sustainability a reality with real-world solutions driven by data and climate science. Learn more in this article:  #Sustainability #innovation #partnerships #googlecloud ,1227,
Anton R.,"Bitcoin est-il un jeu d'échecs en temps réel et une révolution pour les systèmes de paiement?   Le gambit du roi a été, sans conteste, LA grande ouverture du XIX° siècle (et avant). De Greco à Anderssen, on estimait que c'était la seule façon correcte pour les Blancs de jouer immédiatement pour le gain.  Grâce à un petit pion, les blancs ouvrent une partie intéressante car le joueur débutant doit, avant toutes choses, affûter ses armes tactiques, apprendre à calculer, exciter son imagination.  C’est ce que Jack Mallers a fait avec Strike et le Lightning Network, avec comme adversaire les grands réseaux de paiement comme Visa et Mastercard.   - Jack Mallers, le jeune PDG de Strike (27 ans), annonce que Strike sera aujourd’hui intégré avec Shopify pour proposer aux marchands d’accepter les paiements via Bitcoin et le Lightning Network  - Il revient sur l’histoire des réseaux de paiements et explique que les réseaux de paiements tels qu’on les connait comme Visa et Mastercard n’ont pas innové depuis les années 60  - « Nous sommes persuadés qu’avec Bitcoin en tant que LE réseau de paiement principal, le système financier sera moins cher, plus rapide, plus innovant et plus inclusif »  - “Bitcoin est un réseau de paiement supérieur, c’est un fait. Qu’il vaille 10$ ou 10000$, ça ne change rien”   Une vidéo à regarder ABSOLUMENT sur le futur des systèmes de paiement, drôle et avisée !  lien vers la vidéo: https://lnkd.in/eEw6FmrG #bitcoin #change #network #innovation #crypto ",1228,4
Caroline de Fitte de Garies,#innovation #change #planet #health #ethics ,1229,3
Kheira DELAHAYE ★ INSIGHT," #Consultants, rejoignez l’intégrateur technologique le plus innovant. Notre entité Service étant en pleine croissance, nous ouvrons plus de 30 postes. #InsightFR #RH #consultingservices @MarinaFrydrych http://ms.spr.ly/6041wFtoS #architectecloud #développeur #Cloud #Azure #IdentityandSecurity #AccompagnementauChangement #Change #AMOA ",1230,4
Jarold Gawin,Le monde change & nos métiers évoluent! #facilitymanagement #innovations #propreté ,1231,0
Karim D.,For those fascinated by evolution and meat-eating plants #convergent_evolution ,1232,
Monia Merabet,"Body positivity and diversity are core movements in the beauty industry. Men and women around the world see more body shapes or skin colors represented than ever. While there is still a lot to do for everyone’s beauty to be included and valued, these trends are already creating tangible changes.   One of them concerns the hair segment. For a long time, straight hair was a beauty standard for many, leading women with curly hair to use chemical treatments and excessive heat to get sleek locks, sometimes damaging them in the process.  In Africa a natural hair care movement where women are embracing their curls is growing. For instance, ’natural curls were once looked down upon in Egypt, where Western beauty standards favored sleek, straight locks. Now, things are changing, as it does in several other countries.’  What’s your take ? Let me know in the comments ?  #trendforecast #forecasting #futureinsights #inspiration #trends #beauty #beautytrends #innovation #beautyindustry #consumerinsights #haircare #bodypositivity #inclusivity #diversity ",1233,
Aliyyah Abdullah,"Ever wonder how finance professionals can support a lean enterprise culture at a manufacturing firm?  They can by:  1. Eliminating non-value added activities and minimizing duplication and waste 2. Avoiding reliance on manual processes throughout the shop floor  3. Participating or encouraging greater involvement of employees 4. Supporting investments in shop floor training 5. Avoiding decisions based on old data and not having a system that captures up to date information 6. Identifying the root causes of problems and variances e.g. poor planning leading to poor inventory management 7. Enabling greater contact with internal customers and external customers 8. Supporting an innovative culture such as product innovation (R&D), flexible production lines (smaller batch sizes), process innovation (changes in the production process), and organizational innovation (alliances/joint ventures) 9. Benchmarking against competitors  Many of these activities originate from the 5S Model and is part of lean methodology where, the objectives of the model are to reduce waste, improve productivity and remove variation.  The 5S Model can be broken down into:  Sort – Discarded or re-used for later Simplify – Putting items in the most suitable place Scan – General observation or maintenance Standardize – Having standards and procedures in place to avoid the guesswork of shop floor workers Sustain – lean and continuous improvement is not a one-off exercise rather a routine  As always lean principles can be applied to the finance department and is a source for quick wins. What else would you add to this?  #leanmanagement #supplychain #finance #accountingandaccountants #financegeek #         ",1234,
Méryl Pinque,SIGN! Innovative practices that reduce over-allocation of the #Colorado River’s water supply must be implemented NOW before #climate change makes them obsolete @RaiseRiver @water4colorado @Water4Arizona @TheTRCP @wradv @EnvDefenseFund @audubonsociety  https://lnkd.in/ejZR-uWg #USA ,1235,
Eric Goutoulli,"Kubota Corporation implemented Aras Innovator to centralize the management of #technicaldocumentation, address global expansion and market changes, and help capture technical knowledge for future generations.  Check out this case study to learn more about their journey! #datamanagement #digitaltransformation ",1236,
Elisabeth Poutret,"Il reste quelques places, inscrivez-vous....         ",1237,
Kévin Mazille,How Far Can the 1-1-1 Model Go? This Tech Darling Has a Unique Approach         ,1238,
Frederic Voirin,Tomorrow in Paris & online / Demain à Paris et en ligne  #GenderLeadership by #HEC #leadershipculture #leadershipmindset #leader #womenempowerment #women #entrepreneurs #innovation #entrepreneuriat #diversity #equity #inclusion #inclusiveness ,1239,
Gérald Hivert,"To have a ""real"" positive attitude is contagious , very true and contribute to global performance, team, colleagues, customers... but be careful the reverse is as well contagious, so better to work on positive mindset for long term effects.  Very interesting article to read.         ",1240,
Mathieu Beaumont,"Ahead of CX APAC on May 10-11, Forrester's Riccardo Pasto speaks to CMO Australia to discuss the current state of #CX maturity. Join us to learn how you can inject confidence and energy into your CX strategy. #ForrCX ",1241,
Prabhjinder Bedi,Optimising business processes is under going through a rapid and radical change. Innovations and digitisations driven by #AI aim to help (CXOs) re-develop their businesses.    #TechmahindraBPS is helping CXOs wade thru this change.  #lovetobetechm Birendra Sen Bharath Vasudevan ,1242,
Christophe MEUNIER,These winners of the Newsweek 2022 Auto Disruptors awards are using technology to drive transformative change in the automotive industry.          ,1243,
Jean-Michel Clarté,"California wants electric vehicle sales to triple in the next four years to 35% of all new car purchases, an aggressive target set as part of the goal to phase out the sale of gas-powered cars by the middle of next decade.         ",1244,
Geraldine Pelloux,Exterro announced an expansion of its privacy portfolio with the launch of two breakthrough privacy products: Exterro Data Discovery and Exterro Consent. Learn more about the new products here.  #DataPrivacy #Consent #DataDiscovery #Privacy ,1245,
Bertrand Baret,How #cloud computing has changed the future of internet technology  #future ,1246,
Jean-Michel Bombar,"Five years ago, when the “Blue Planet” effect began to kick in and brands sought to reduce plastics and, in some cases, “deplastify” completely, I spoke to the VP of packaging at one of the global FMCG giants. “If business turns away from legacy polymers, where will we get all the resource? Where will all the extra carton come from?” he asked. At the time neither of us was thinking about all the other industries that are now competing with packaging for resources.         ",1247,
Thomas Normand-Dutertre,"Good luck International Water Grid for the finals of the $100M XPRIZE Carbon Removal. For those interested, below is a list of 1,133 teams working in the field of #carbonremoval.  #sustainableworld https://lnkd.in/dWxupdfr ",1248,
Jean-Michel Clarté,These winners of the Newsweek 2022 Auto Disruptors awards are using technology to drive transformative change in the automotive industry.          ,1249,
Omar Chahid,"Organizations that focus on employee experience as well as customer experience see exponential growth in employee engagement and realize significant productivity gains.   When we’re discussing how to best leverage digital service delivery and digital tools, not only can the public sector benefit from placing additional emphasis on transforming the back office, but it’s important to note that organizations who do not make this change will ultimately see a much slower return on their other digital investments. Reach out with questions on how your company can improve its employee experience.         ",1250,
,,1251,
Mino Yamamoto,"California wants electric vehicle sales to triple in the next four years to 35% of all new car purchases, an aggressive target set as part of the goal to phase out the sale of gas-powered cars by the middle of next decade.         ",1252,
Emmanuel Urdich,"Ces deux dernières années, le monde a changé. Les business model ont été réinventés, les organisations se sont transformées, les perceptions ont évolué et même les dirigeants les plus visionnaires ne pouvaient anticiper des défis aussi importants.  La nouvelle vague digitale est ici. Web3 et Metaverse sont sans aucun doute faits d'incertitudes mais offrent également de fantastiques opportunités.  Comment profiter de ce momentum? Comment accélérer l' innovation ? Comment faire de cette nouvelle réalité globale un champ d'opportunités ?  Decouvrez CODINSON, agence digitale et studio de développement :  https://www.codinson.com/         ",1253,
Latha Koumar,"With new #players emerging in the world of #payments, along with rapidly changing customer demands, the pressure is on to collaborate and develop faster, more efficient, innovative, and transparent cross-border payment solutions. This week we focused on what’s new regarding cross-border payments:  Firstly, TerraPay has secured a money services business (MSB) license in the US, augmenting its cross-border payments infrastructure.   In LATAM, EBANX and VTEX have teamed up to broaden cross-border payments for Brazilian #ecommerce companies.   Besides, Goldman Sachs Transaction Banking (TxB) and Form3 have announced a new solution that delivers FX and payments capabilities to Form3’s banking clients. Form3’s platform will leverage TxB’s cross-border payments and Foreign Exchange (FX) execution capabilities to introduce a value-added service for Form3’s regulated financial institution customers.  It was also a prolific week as Coda Payments has raised USD 690 million to enable cross-border payments for #games and other #digital products, as well as alternative app stores; and Leatherback has secured a USD 10 million pre-seed round for its cross-border payments solution.         ",1254,
Livio Andrea Acerbo,"Regulatory Uncertainty Is A Barrier For Wider Bitcoin Adoption | Mint on  #greengroundit Uncertainty about how cryptocurrency regulation will roll out in the future, particularly in the U.S., remains a significant barrier for wider adoption of digital assets such as bitcoin, said panelists Wednesday at one of the largest bitcoin conferences of the year.    But speakers at the Bitcoin 2022 conference in Miami Beach, Fla., were optimistic that more policy makers and regulators were seeking to better understand the technology and to support innovation in the sector. Consumers being able to pay for products and services with crypto is seen by many in the industry as a path to wider acceptance of digital currencies. But one major reason more merchants aren’t offering crypto as a payment method is regulatory uncertainty, according to a report presented at the conference by cloud-based payments platform Checkout.com. The report, based on a survey of 3,000 businesses across 10 countries, mostly online marketplaces, financial technology and e-commerce, said that regulatory uncertainty would endure, as the creation of national legal frameworks for regulating crypto has been relatively slow and uneven. Mike Novogratz, chief executive of investment firm Galaxy Digital, said the attitude in Washington regarding moves to crack down on cryptocurrency has begun to change. “The president’s executive order really had a change in tone recently. It was a change in tone from being negative to being balanced,"" Mr. Novogratz said Wednesday. President Biden last month signed an executive order that directed federal agencies to report on digital currencies and consider new regulations. Although the order outlined the risks cryptocurrencies pose to the economy, national security and climate, it also noted its potential economic benefits, unlike many previous government pronouncements on the topic. Bitcoin’s price surged on the day the executive order was announced, signaling that the industry generally welcomed the change in tone from the government. Mr. Novogratz, a former Fortress Investment Group fund manager and an early investor in bitcoin, said he doesn’t see new crypto legislation coming out this year. “The way politics are set up, we’re going to be in gridlock, but I think the chance of them really damaging things has gone way down,"" he said. He said the change in tone in Washington came after the crypto community mobilized over the infrastructure bill last year, which aimed to boost tax enforcement on crypto transactions. While the crypto industry wasn’t able to change the legislation, the unified effort illustrated the young industry’s growing influence in Washington and finance. Mr. Novogratz said that at the time he placed calls to every senator he knew. “That was the wake-up call,"" he said, referring to the large number of phone calls against the provisio…         ",1255,
Bertrand Audras,"#Salesforce annonce avoir dépassé le demi-milliard de dollars en donation philantropique depuis sa création par Marc Benioff en 1999 !  Découvrer sur https://lnkd.in/ezeYEHS3 la vision du Pledge 1% ou modèle 1-1-1 permettant à toutes les entreprises d'adhérer à cette démarche         ",1256,
Mario GUILLO PhD,"Chapter 7: why the SmartUniversalSpindle-GM001 is so Smart ?  How is it possible to reach large welding capabilities in a such compact size ? It is the first question of my customers when they see the SUS-GM001 for the first time. Nothing happens by chance, everything has a meaning.  A lot of things have been taken into account during the denifition and the design. Complete finite element analysis, but also static and dynamic bearing calculation, like critical speed and resonance analysis was done. Bearing life properties has no sense if this criterion is not coupled with others. One of this on the following picture, with dynamic herzt pressure analysis on balls bearing. After that, we do a complete correlation between simulations and tests in FSW and SSFSW, based on our experience. A lot of sensors have been integrated into the spindle heart, bigdata management in real time, allowing to improve our models. Currently we are able to simulate every situation to validate real welding conditions.  For the user, it's the same thing to weld at a 1000 rpm and 10 000 rpm, only a simple input to change, but to reach a such result in reality, it is a little bit more complicated...  15 kN of axial forging force and 5 kN of radial forces in FSW until 10 000 rpm, it's a technical truth ! 3 patents covered our knowledges.  Each detail has been taken into account, the best for robotic FSW and SSFSW (and more!) .  Soon available, a lot of new options ! Vision and camera visualisation in a dynamic and open environment, innovative automatic tool change in the same spindle volume and a lot of big surprises during 2022 and the beginning of 2023.  Please feel free to contact me if you have any further questions.  #FSW, #SSFSW, #fswp, #friction, #stir, #welding, #weld, #spindle, #spindlerepair, #sensors , #fanuc, #fanucrobotics, #robotics, #robots, #milling, #MAUPERTUIS, #FrictionStirWelding, #stationaryshoulderFSW, #battery, #electricalvehicles, #industrialdesign, #industrialrobots, #industrialrobotics, #aluminiumindustry, #aluminium, #automation, #automotiveindustry, #aeronautic, #RoboticFrictionStirWelding, #bigdata, #dataanalysis ",1257,
Mickael Pontoizeau,"Earth Day 2022 is around the corner!   The goal of Earth Day is to celebrate the planet's clean natural resources and to raise awareness about global climate change.     Unless businesses, governments and individuals act now, climate change will even more deeply impact us all. I’m glad to see that Cisco is reducing its environmental impact by designing products and systems that enable reuse, minimize environmental impact, and drive innovation.         ",1258,
Sophie SPITALIER,Innovate & adapt         ,1259,
,,1260,
Laurent Kochanski,How Far Can the 1-1-1 Model Go? This Tech Darling Has a Unique Approach         ,1261,
Dominique MATHIEU,#cloud #elastic #ING https://lnkd.in/e3y8wdJw ,1262,
Christophe Cros,"California wants electric vehicle sales to triple in the next four years to 35% of all new car purchases, an aggressive target set as part of the goal to phase out the sale of gas-powered cars by the middle of next decade.         ",1263,
Stéphanie Bernelas,"""Devenons l'énergie qui change tout""  #Edfofficiel #hydrogène #climat ",1264,
Pascalis KORÉ,"Data integration and data management provider Talend has acquired Gamma Soft, a market innovator in change data capture (CDC).         ",1265,
Laurent Leclercq,"While every organization operates differently, most have a common goal - access to technology that can help them innovate, scale, and grow quickly. To stay on the cutting edge of innovation in the education sector, here are the benefits of using cloud-based #ERP systems. #saphighered #technology #innovation ",1266,
Jean-Michel Clarté,"How does the ""MPGe"" of large BEV compare to other vehicles?         ",1267,
Jef Gandon,"Come to Copenhagen in June, and experience Diana Utasi from Sitecore. She is travelling in from Belgium to share insights on how to service customers worldwide on ServiceNow.          ",1268,
"didier LOZAC'H","As the demand for workers rises, so does the cost of labor. Learn how companies can combat the issue of the tech talent gap with low-code innovation: http://ow.ly/JR1W50IMh5K #lowCode #developers #software #development ",1269,
Philippe DELERIS,"New blog post on development and climate action! #climatechange #development #growth   The response to climate change has to be not only efficient but also fair. And both efficiency and fairness require that climate action does not slow down development and poverty reduction in poor countries. In fact, rapid and inclusive development can reduce people’s vulnerability to climate change, potentially halving the number of people that will fall into poverty due to climate change by 2030.   In order to tackle climate change, the world’s richest countries certainly need to step up and do much more.  But to stabilize climate change, all countries – including low- and middle-income countries – will need to contribute to bringing global net carbon dioxide emissions to zero. For countries and decision-makers questioning whether this transition is possible today, here is some good news: there is an increasing wealth of evidence that climate action does not threaten economic growth.  In fact, many of the trades-offs of the past — when greener options were more expensive — have disappeared, creating unprecedented opportunities for green growth.  https://lnkd.in/dZBEBDgZ ",1270,0
Karine Eichelberger,"si bic aurait changé chaque année son produit leader....bic n existerait peut-être plus aujourd'hui !!! il faut savoir garder ses classiques, pour préserver l identitée de la marque, tout en innovant sur d autre produit pour être dynamique.          ",1271,
Christophe MEUNIER,"How does the ""MPGe"" of large BEV compare to other vehicles?         ",1272,
Christophe MEUNIER,"California wants electric vehicle sales to triple in the next four years to 35% of all new car purchases, an aggressive target set as part of the goal to phase out the sale of gas-powered cars by the middle of next decade.         ",1273,
eric noguera,"How does the ""MPGe"" of large BEV compare to other vehicles?         ",1274,0
Herve Didier,Viewing change as opportunity: An interview with Western Digital’s David Goeckeler | McKinsey https://cstu.io/cedcd5 ,1275,
David LAGARDE,"#edf l'énergie qui change tout  #énergie #change #hydrogène ",1276,
Latha Koumar,"National Data Strategy : Secure consumer data-sharing   The introduction of Open Finance in the UK in the coming years is essentially a certainty. Secure consumer data-sharing is a key objective of the UK Government's National Data Strategy.   If designed and implemented effectively, Open Finance will be a crucial enabler of increased competition and innovation in financial services and enhance consumer choice and financial capability. But in achieving these benefits, it will also inevitably disrupt traditional financial market structures and business and revenue models. Yet, in our experience, many firms are still unclear about some of Open Finance's key concepts, timelines, and potential impact on financial services. Above all, firms are unsure about which challenges and opportunities Open Finance will present for their own businesses and how - and when - to start preparing for it.  Role Of Banks (TPP) in Future Payment Ecosystem  : Open Finance: preparing for success  Retail Banking Order mandated Open Banking. Account Service Providers (ASPs) – or data holders – will likely be required to put in place and maintain secure Application Programming Interfaces (APIs) to share data with TPPs – or data receivers – at the customer's request. The FCA expects that TPPs will need regulatory authorisation to operate.  While the exact impact of Open Finance will vary by firm and use case, we have identified some general strategic considerations:  Changes to traditional market structures – TPPs could increasingly control the primary customer interface and weaken the customer's relationship with ASPs. One-stop-shop solutions for multiple account management, better product comparison tools, easy switching, and balance sweeping solutions are likely to erode customer stickiness. In the absence of a clear Open Finance strategy, ASPs could be relegated to a utility through inaction rather than choice.                                              Pressure on traditional income sources and increased costs - increased competition and customer churn could potentially put pressure on firms' revenues and reduce cross-sell opportunities for ASPs without a clear Open Finance strategy. Technology costs will also increase for both ASPs and TPPs. ASPs will have to build, test, and maintain APIs – either in-house or through a third party. TPPs will need to invest in connecting their systems to the ASPs' APIs or buying API connectivity services from an external provider.                                    Data competitive advantage – TPPs' competitive advantage will grow due to the ability to access data held by ASPs and generate insights through advanced data analytics capabilities. This means Open Finance will erode traditional ASPs' historical advantage – albeit often untapped - of holding large customer datasets.  What is the regulatory timeline for Open Finance?   The-Smart-Path-to-Open-Finance-Sept-2021.pdf ",1277,0
Lawrence Pingree,"After almost a total of 13 years at Gartner. I've decided to take a new direction. At Gartner,  I had the most amazing opportunity to work with some of the smartest people in the world, cascading advice and innovations across thousands of companies. My team and I have advised thousands of CEOs, Product Managers, Marketing Pros, Investors, Financiers and End Users on security technologies and markets. My team and I have had the amazing opportunity to bring massive change to the security industries. Helped power and guide innovations in Security as a Service, SASE, SSE, EDR, Content Arm and Reconstruction, Cloud Workload Protection, Native Protection, Application Security, Deception and DevSecOps. We helped spawn Composable Security, Composable Enterprise and Cyber-Physical Systems. It's been an amazing ride. That ride might be over for now, but it's only temporary...   I'll be working on something that will change us forever. You'll just have to trust me on that. #security #cyber #cloud #team #opportunity #changemaker ",1278,
Ghizlane OUDELOUARDE,Our RISE with SAP solution brings together products and services with SAP S/4HANA Cloud as the foundation. Learn more about the unique value of Finance in S/4HANA Cloud.  https://lnkd.in/g9b-cpgY ,1279,
Marving L.,#teamculture #partnership #innovation #harvardbusinessreview ,1280,
Olivier PINEAU," At BBVA we seek to mitigate global warming by investing in companies that are revolutionizing this transition. In the words of Javier Rodriguez Soler, Head of Global Sustainability at BBVA, “BBVA has identified decarbonization and ‘green’ technology as two of the priority areas for investment.""  For this reason, BBVA has announced a 20 million dollar investment in Lowercarbon Capital, ""the right partner to start investing in these areas.""  Read more  https://bbva.info/3xD7CzZ #GreenerAndMoreInclusive ",1281,
Cynthia Myers,"LatinX leaders share how they embrace growth and innovation with NPR's Claudia Grisales, Chicana Latina Foundation's Adriana Ayala, Puente de la Costa Sur's Rita Mancera & Linda Prieto of Upward Scholars at the Harvard Business School sponsored virtual Nonprofit Board Summit - Change, Innovation & Impact April 26-28 Join us!   https://lnkd.in/gBdJ_n4r ",1282,
Nathalie Cerqueira,"Talend Acquires Gamma Soft, a Market Innovator in Change Data Capture         ",1283,
